-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                          REMPE/forward         0.09%       4.376ms         4.27%     198.210ms      19.821ms       0.000us         0.00%     843.482ms      84.348ms     134.23 Kb      -1.18 Mb      20.19 Gb    -160.03 Mb            10  
                        DistributedDataParallel.forward         0.31%      14.160ms         4.08%     189.563ms      18.956ms       0.000us         0.00%     842.199ms      84.220ms       1.31 Mb           0 b      20.03 Gb      -3.32 Gb            10  
                                     CheckpointFunction         1.41%      65.331ms         3.69%     171.334ms     634.571us       0.000us         0.00%     827.696ms       3.066ms       1.31 Mb       1.31 Mb      17.53 Gb    -148.63 Gb           270  
                                           aten::conv3d         0.12%       5.587ms         5.19%     241.031ms     153.523us       0.000us         0.00%     763.751ms     486.465us           0 b           0 b     146.85 Gb           0 b          1570  
                                       aten::group_norm         0.06%       2.700ms         2.77%     128.664ms     247.430us       0.000us         0.00%     393.486ms     756.703us           0 b           0 b      40.28 Gb    -410.00 Kb           520  
                                aten::native_group_norm         0.41%      19.003ms         2.71%     125.964ms     242.238us     393.486ms        12.13%     393.486ms     756.703us           0 b           0 b      40.28 Gb    -820.00 Kb           520  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     322.388ms         9.93%     322.388ms     619.977us           0 b           0 b           0 b           0 b           520  
                                 aten::conv_depthwise3d         0.09%       4.121ms         1.68%      77.971ms     177.207us     311.472ms         9.60%     311.472ms     707.891us           0 b           0 b      27.43 Gb           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     311.472ms         9.60%     311.472ms     707.891us           0 b           0 b           0 b           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     297.360ms         9.16%     297.360ms       1.652ms           0 b           0 b           0 b           0 b           180  
                                 aten::conv_transpose3d         0.01%     614.246us         0.39%      17.980ms      99.887us       0.000us         0.00%     265.099ms       1.473ms           0 b           0 b      19.44 Gb           0 b           180  
                                             aten::add_         0.33%      15.183ms         1.20%      55.811ms      15.003us     251.152ms         7.74%     251.152ms      67.514us           0 b           0 b           0 b           0 b          3720  
                                aten::cudnn_convolution         0.73%      33.929ms         1.71%      79.551ms      70.399us     250.898ms         7.73%     250.898ms     222.034us           0 b           0 b     119.42 Gb     119.42 Gb          1130  
                                            aten::copy_         0.61%      28.253ms         6.71%     311.395ms      52.601us     238.523ms         7.35%     238.523ms      40.291us           0 b           0 b           0 b           0 b          5920  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     234.443ms         7.22%     234.443ms     177.608us           0 b           0 b           0 b           0 b          1320  
                      aten::cudnn_convolution_transpose         0.14%       6.549ms         0.23%      10.681ms      59.340us     232.158ms         7.15%     232.158ms       1.290ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
autograd::engine::evaluate_function: NativeGroupNorm...         0.07%       3.328ms         1.10%      51.177ms     196.833us       0.000us         0.00%     209.822ms     807.006us           0 b           0 b     -20.14 Gb     -40.28 Gb           260  
                               NativeGroupNormBackward0         0.05%       2.397ms         1.03%      47.848ms     184.032us       0.000us         0.00%     209.822ms     807.006us           0 b           0 b      20.14 Gb           0 b           260  
                       aten::native_group_norm_backward         0.31%      14.579ms         0.98%      45.452ms     174.814us     209.822ms         6.47%     209.822ms     807.006us           0 b           0 b      20.14 Gb      -1.00 Mb           260  
void cudnn::cnn::dgrad2d_grouped_direct_kernel<float...         0.00%       0.000us         0.00%       0.000us       0.000us     195.889ms         6.04%     195.889ms       2.449ms           0 b           0 b           0 b           0 b            80  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 4.642s
Self CUDA time total: 3.245s
