-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
ncclDevKernel_AllReduce_Sum_f32_RING_LL(ncclDevComm*...         0.00%       0.000us         0.00%       0.000us       0.000us        2.040s        27.21%        2.040s     102.009ms           0 b           0 b           0 b           0 b            20  
                                        nccl:all_reduce         0.00%       0.000us         0.00%       0.000us       0.000us        2.040s        27.21%        2.040s     102.009ms           0 b           0 b           0 b           0 b            20  
                                      aten::convolution         0.61%     165.677ms         1.11%     302.891ms     173.080us       0.000us         0.00%        1.605s     917.237us           0 b           0 b     166.31 Gb           0 b          1750  
                                     aten::_convolution         0.08%      22.245ms         0.50%     137.213ms      78.408us       0.000us         0.00%        1.605s     917.237us           0 b           0 b     166.31 Gb           0 b          1750  
                                           aten::conv3d         0.03%       7.276ms         0.99%     269.967ms     171.954us       0.000us         0.00%        1.256s     799.815us           0 b           0 b     146.87 Gb           0 b          1570  
                                          ProfilerStep*         0.12%      33.478ms        80.83%       22.052s        2.205s       0.000us         0.00%        1.150s     114.956ms     134.16 Kb           0 b   -1013.50 Kb      -5.00 Kb            10  
                        DistributedDataParallel.forward         0.00%       0.000us         0.00%       0.000us       0.000us        1.142s        15.24%        1.142s     114.232ms           0 b           0 b           0 b           0 b            10  
                                          REMPE/forward         0.02%       6.410ms         1.11%     302.508ms      30.251ms       0.000us         0.00%        1.132s     113.232ms     134.23 Kb      -1.18 Mb      20.19 Gb    -160.03 Mb            10  
                        DistributedDataParallel.forward         0.08%      21.497ms         1.02%     279.468ms      27.947ms       0.000us         0.00%        1.131s     113.103ms       1.31 Mb           0 b      20.03 Gb      -3.32 Gb            10  
                                     CheckpointFunction         0.48%     130.742ms         0.89%     241.821ms     895.634us       0.000us         0.00%        1.112s       4.118ms       1.31 Mb       1.31 Mb      17.53 Gb    -148.90 Gb           270  
void wgrad_alg1_nd_float_engine<float, float, 3, 0, ...         0.00%       0.000us         0.00%       0.000us       0.000us        1.104s        14.72%        1.104s       2.760ms           0 b           0 b           0 b           0 b           400  
                                aten::cudnn_convolution         0.15%      40.794ms         0.21%      58.651ms      51.903us     742.216ms         9.90%     742.216ms     656.828us           0 b           0 b     119.43 Gb     119.43 Gb          1130  
void dgrad_alg1_nd_float_engine<float, 3, 128, 6, 7,...         0.00%       0.000us         0.00%       0.000us       0.000us     517.027ms         6.90%     517.027ms     994.282us           0 b           0 b           0 b           0 b           520  
void implicit_convolveNd_sgemm<float, 3, 128, 5, 5, ...         0.00%       0.000us         0.00%       0.000us       0.000us     441.105ms         5.88%     441.105ms     678.624us           0 b           0 b           0 b           0 b           650  
                                       aten::group_norm         0.01%       3.722ms         0.34%      93.607ms     180.013us       0.000us         0.00%     391.371ms     752.636us           0 b           0 b      40.29 Gb    -410.00 Kb           520  
                                aten::native_group_norm         0.21%      58.218ms         0.33%      89.885ms     172.855us     391.371ms         5.22%     391.371ms     752.636us           0 b           0 b      40.29 Gb    -820.00 Kb           520  
                                 aten::conv_transpose3d         0.00%     900.665us         0.15%      41.100ms     228.333us       0.000us         0.00%     349.455ms       1.941ms           0 b           0 b      19.44 Gb           0 b           180  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     320.313ms         4.27%     320.313ms     615.986us           0 b           0 b           0 b           0 b           520  
                      aten::cudnn_convolution_transpose         0.03%       7.591ms         0.04%      11.228ms      62.376us     316.542ms         4.22%     316.542ms       1.759ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
void implicit_convolveNd_sgemm<float, 3, 128, 6, 7, ...         0.00%       0.000us         0.00%       0.000us       0.000us     312.344ms         4.17%     312.344ms     589.328us           0 b           0 b           0 b           0 b           530  
                                 aten::conv_depthwise3d         0.02%       5.513ms         0.06%      17.236ms      39.174us     311.374ms         4.15%     311.374ms     707.669us           0 b           0 b      27.44 Gb           0 b           440  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 27.281s
Self CUDA time total: 7.498s
