-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.18%       8.040ms         4.36%     197.492ms     280.528us       0.000us         0.00%     792.941ms       1.126ms           0 b           0 b     -39.36 Gb    -117.79 Gb           704  
                                   ConvolutionBackward0         0.09%       4.280ms         4.11%     186.310ms     264.645us       0.000us         0.00%     761.744ms       1.082ms           0 b           0 b      67.79 Gb           0 b           704  
                             aten::convolution_backward         0.78%      35.467ms         4.02%     182.030ms     258.565us     700.278ms        25.09%     761.744ms       1.082ms           0 b           0 b      67.79 Gb      54.33 Gb           704  
                                           aten::conv3d         0.12%       5.228ms         4.33%     195.887ms     131.204us       0.000us         0.00%     726.343ms     486.499us           0 b           0 b     139.89 Gb           0 b          1493  
                                          REMPE/forward         0.10%       4.390ms         3.56%     161.043ms      20.130ms       0.000us         0.00%     674.944ms      84.368ms     134.22 Kb    -939.03 Kb      16.15 Gb    -128.03 Mb             8  
                                       aten::group_norm         0.06%       2.660ms         1.65%      74.564ms     150.940us       0.000us         0.00%     373.734ms     756.547us           0 b           0 b      38.27 Gb    -451.00 Kb           494  
                                aten::native_group_norm         0.39%      17.698ms         1.59%      71.905ms     145.556us     373.734ms        13.39%     373.734ms     756.547us           0 b           0 b      38.27 Gb    -779.00 Kb           494  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     306.339ms        10.97%     306.339ms     620.118us           0 b           0 b           0 b           0 b           494  
                                 aten::conv_depthwise3d         0.09%       4.019ms         0.92%      41.702ms      99.767us     295.794ms        10.60%     295.794ms     707.641us           0 b           0 b      26.06 Gb           0 b           418  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     295.794ms        10.60%     295.794ms     707.641us           0 b           0 b           0 b           0 b           418  
                                      REMPE/val_forward         0.01%     330.726us         1.22%      55.393ms      18.464ms       0.000us         0.00%     254.955ms      84.985ms           0 b           0 b      40.00 Mb     -56.00 Mb             3  
                                 aten::conv_transpose3d         0.01%     596.232us         0.37%      16.807ms      98.289us       0.000us         0.00%     251.836ms       1.473ms           0 b           0 b      18.47 Gb           0 b           171  
                                aten::cudnn_convolution         0.74%      33.569ms         1.46%      66.076ms      61.466us     238.687ms         8.55%     238.687ms     222.035us           0 b           0 b     113.83 Gb     113.83 Gb          1075  
                                             aten::add_         0.31%      13.902ms         1.48%      66.952ms      21.094us     236.611ms         8.48%     236.611ms      74.547us           0 b           0 b           0 b           0 b          3174  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     233.489ms         8.36%     233.489ms       1.621ms           0 b           0 b           0 b           0 b           144  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     223.241ms         8.00%     223.241ms     178.023us           0 b           0 b           0 b           0 b          1254  
                      aten::cudnn_convolution_transpose         0.13%       6.067ms         0.22%       9.980ms      58.364us     220.553ms         7.90%     220.553ms       1.290ms           0 b           0 b      18.47 Gb      18.47 Gb           171  
void cudnn::cnn::dgrad2d_grouped_direct_kernel<float...         0.00%       0.000us         0.00%       0.000us       0.000us     186.068ms         6.67%     186.068ms       2.448ms           0 b           0 b           0 b           0 b            76  
autograd::engine::evaluate_function: NativeGroupNorm...         0.06%       2.531ms         0.95%      43.239ms     207.881us       0.000us         0.00%     167.548ms     805.521us           0 b           0 b     -16.11 Gb     -32.23 Gb           208  
                               NativeGroupNormBackward0         0.05%       2.161ms         0.90%      40.708ms     195.713us       0.000us         0.00%     167.548ms     805.521us           0 b           0 b      16.11 Gb           0 b           208  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 4.528s
Self CUDA time total: 2.791s
