-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.07%      10.703ms         2.40%     380.598ms     432.498us       0.000us         0.00%        1.018s       1.157ms           0 b           0 b     -49.19 Gb    -147.23 Gb           880  
                                   ConvolutionBackward0         0.03%       5.155ms         2.05%     325.089ms     369.419us       0.000us         0.00%     978.921ms       1.112ms           0 b           0 b      84.74 Gb           0 b           880  
                             aten::convolution_backward         0.29%      46.250ms         2.02%     319.934ms     363.562us     902.126ms         9.64%     978.921ms       1.112ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                                          ProfilerStep*         0.18%      27.875ms        92.14%       14.621s        1.462s       0.000us         0.00%     860.969ms      86.097ms     134.16 Kb           0 b   -1013.50 Kb      -5.00 Kb            10  
                        DistributedDataParallel.forward         0.00%       0.000us         0.00%       0.000us       0.000us     847.530ms         9.05%     847.530ms      84.753ms           0 b           0 b           0 b           0 b            10  
                                          REMPE/forward         0.02%       3.789ms         1.25%     198.070ms      19.807ms       0.000us         0.00%     843.508ms      84.351ms     134.23 Kb      -1.18 Mb      20.19 Gb    -160.03 Mb            10  
                        DistributedDataParallel.forward         0.08%      13.387ms         1.20%     189.987ms      18.999ms       0.000us         0.00%     842.235ms      84.223ms       1.31 Mb           0 b      20.03 Gb      -3.32 Gb            10  
                                     CheckpointFunction         0.42%      66.044ms         1.09%     173.706ms     643.355us       0.000us         0.00%     827.742ms       3.066ms       1.31 Mb       1.31 Mb      17.53 Gb    -148.89 Gb           270  
                                           aten::conv3d         0.03%       5.362ms         1.14%     181.384ms     115.531us       0.000us         0.00%     764.070ms     486.668us           0 b           0 b     146.86 Gb           0 b          1570  
                                       aten::group_norm         0.02%       2.537ms         0.53%      84.073ms     161.679us       0.000us         0.00%     393.675ms     757.068us           0 b           0 b      40.28 Gb    -410.00 Kb           520  
                                aten::native_group_norm         0.12%      19.418ms         0.51%      81.536ms     156.800us     393.675ms         4.20%     393.675ms     757.068us           0 b           0 b      40.28 Gb    -820.00 Kb           520  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     322.571ms         3.45%     322.571ms     620.328us           0 b           0 b           0 b           0 b           520  
                                 aten::conv_depthwise3d         0.02%       3.901ms         0.17%      26.666ms      60.605us     311.840ms         3.33%     311.840ms     708.728us           0 b           0 b      27.43 Gb           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     311.840ms         3.33%     311.840ms     708.728us           0 b           0 b           0 b           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     306.149ms         3.27%     306.149ms       1.701ms           0 b           0 b           0 b           0 b           180  
                                 aten::conv_transpose3d         0.00%     663.484us         0.12%      18.545ms     103.027us       0.000us         0.00%     265.280ms       1.474ms           0 b           0 b      19.44 Gb           0 b           180  
                                             aten::add_         0.10%      15.752ms         0.49%      78.522ms      21.108us     250.984ms         2.68%     250.984ms      67.469us           0 b           0 b           0 b           0 b          3720  
                                aten::cudnn_convolution         0.23%      36.513ms         0.58%      91.931ms      81.355us     250.981ms         2.68%     250.981ms     222.107us           0 b           0 b     119.42 Gb     119.42 Gb          1130  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     234.274ms         2.50%     234.274ms     177.480us           0 b           0 b           0 b           0 b          1320  
                      aten::cudnn_convolution_transpose         0.04%       6.749ms         0.07%      10.934ms      60.746us     232.376ms         2.48%     232.376ms       1.291ms           0 b           0 b      19.44 Gb      19.42 Gb           180  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 15.867s
Self CUDA time total: 9.362s
