-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: ConvolutionBack...         0.10%      10.510ms         3.43%     355.010ms     403.421us       0.000us         0.00%        1.009s       1.147ms           0 b           0 b     -49.19 Gb    -147.23 Gb           880  
                                   ConvolutionBackward0         0.05%       5.380ms         3.21%     332.322ms     377.639us       0.000us         0.00%     970.057ms       1.102ms           0 b           0 b      84.74 Gb           0 b           880  
                             aten::convolution_backward         0.46%      47.539ms         3.16%     326.942ms     371.525us     893.344ms         9.89%     970.057ms       1.102ms           0 b           0 b      84.74 Gb      67.91 Gb           880  
                                          ProfilerStep*         0.25%      25.765ms        87.91%        9.095s     909.494ms       0.000us         0.00%     891.176ms      89.118ms     134.16 Kb           0 b           0 b      -5.00 Kb            10  
                        DistributedDataParallel.forward         0.00%       0.000us         0.00%       0.000us       0.000us     848.031ms         9.39%     848.031ms      84.803ms           0 b           0 b           0 b           0 b            10  
                                          REMPE/forward         0.04%       4.591ms         1.90%     196.098ms      19.610ms       0.000us         0.00%     842.628ms      84.263ms     134.23 Kb      -1.18 Mb      20.19 Gb    -160.03 Mb            10  
                        DistributedDataParallel.forward         0.13%      13.772ms         1.81%     187.184ms      18.718ms       0.000us         0.00%     841.376ms      84.138ms       1.31 Mb           0 b      20.03 Gb      -3.32 Gb            10  
                                     CheckpointFunction         0.61%      63.557ms         1.63%     169.022ms     626.007us       0.000us         0.00%     826.878ms       3.063ms       1.31 Mb       1.31 Mb      17.53 Gb    -148.88 Gb           270  
                                           aten::conv3d         0.06%       5.751ms         1.44%     148.476ms      94.571us       0.000us         0.00%     764.202ms     486.753us           0 b           0 b     146.85 Gb           0 b          1570  
                                       aten::group_norm         0.03%       2.967ms         0.78%      80.562ms     154.927us       0.000us         0.00%     391.158ms     752.227us           0 b           0 b      40.28 Gb    -410.00 Kb           520  
                                aten::native_group_norm         0.19%      19.549ms         0.75%      77.595ms     149.222us     391.158ms         4.33%     391.158ms     752.227us           0 b           0 b      40.28 Gb    -820.00 Kb           520  
void at::native::(anonymous namespace)::RowwiseMomen...         0.00%       0.000us         0.00%       0.000us       0.000us     320.238ms         3.55%     320.238ms     615.842us           0 b           0 b           0 b           0 b           520  
                                 aten::conv_depthwise3d         0.04%       4.336ms         0.23%      23.506ms      53.422us     311.572ms         3.45%     311.572ms     708.118us           0 b           0 b      27.43 Gb           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     311.572ms         3.45%     311.572ms     708.118us           0 b           0 b           0 b           0 b           440  
void at::native::(anonymous namespace)::conv_depthwi...         0.00%       0.000us         0.00%       0.000us       0.000us     299.665ms         3.32%     299.665ms       1.665ms           0 b           0 b           0 b           0 b           180  
                                 aten::conv_transpose3d         0.01%     709.934us         0.19%      19.462ms     108.123us       0.000us         0.00%     265.221ms       1.473ms           0 b           0 b      19.44 Gb           0 b           180  
                                aten::cudnn_convolution         0.35%      36.198ms         0.56%      58.309ms      51.601us     251.296ms         2.78%     251.296ms     222.386us           0 b           0 b     119.42 Gb     119.42 Gb          1130  
                                             aten::add_         0.15%      15.889ms         0.59%      60.614ms      16.294us     251.119ms         2.78%     251.119ms      67.505us           0 b           0 b           0 b           0 b          3720  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     234.414ms         2.60%     234.414ms     177.586us           0 b           0 b           0 b           0 b          1320  
                      aten::cudnn_convolution_transpose         0.07%       7.337ms         0.11%      11.537ms      64.092us     232.262ms         2.57%     232.262ms       1.290ms           0 b           0 b      19.44 Gb      19.44 Gb           180  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 10.345s
Self CUDA time total: 9.031s
